"filename", "language", "JavaScript", "JSON", "YAML", "HTML", "comment", "blank", "total"
"c:\Users\Phil\Desktop\zazie bot\dontwork\unmute.js", "JavaScript", 59, 0, 0, 0, 4, 19, 82
"c:\Users\Phil\Desktop\zazie bot\dontwork\warn.js", "JavaScript", 112, 0, 0, 0, 4, 29, 145
"c:\Users\Phil\Desktop\zazie bot\events\guildMemberAdd.js", "JavaScript", 27, 0, 0, 0, 27, 11, 65
"c:\Users\Phil\Desktop\zazie bot\events\message.js", "JavaScript", 157, 0, 0, 0, 53, 90, 300
"c:\Users\Phil\Desktop\zazie bot\events\ready.js", "JavaScript", 893, 0, 0, 0, 34, 186, 1113
"c:\Users\Phil\Desktop\zazie bot\events\ready1.js", "JavaScript", 17, 0, 0, 0, 246, 4, 267
"c:\Users\Phil\Desktop\zazie bot\filters.json", "JSON", 0, 5, 0, 0, 0, 0, 5
"c:\Users\Phil\Desktop\zazie bot\functions.js", "JavaScript", 336, 0, 0, 0, 5, 19, 360
"c:\Users\Phil\Desktop\zazie bot\giveaways.json", "JSON", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Phil\Desktop\zazie bot\giveaways\create.js", "JavaScript", 0, 0, 0, 0, 248, 0, 248
"c:\Users\Phil\Desktop\zazie bot\giveaways\edit.js", "JavaScript", 0, 0, 0, 0, 163, 0, 163
"c:\Users\Phil\Desktop\zazie bot\giveaways\end.js", "JavaScript", 0, 0, 0, 0, 53, 0, 53
"c:\Users\Phil\Desktop\zazie bot\giveaways\ping.js", "JavaScript", 0, 0, 0, 0, 29, 0, 29
"c:\Users\Phil\Desktop\zazie bot\giveaways\reroll.js", "JavaScript", 0, 0, 0, 0, 48, 0, 48
"c:\Users\Phil\Desktop\zazie bot\giveaways\start.js", "JavaScript", 0, 0, 0, 0, 170, 0, 170
"c:\Users\Phil\Desktop\zazie bot\giveaways\stats.js", "JavaScript", 0, 0, 0, 0, 43, 0, 43
"c:\Users\Phil\Desktop\zazie bot\index.js", "JavaScript", 1719, 0, 0, 0, 2245, 368, 4332
"c:\Users\Phil\Desktop\zazie bot\index1.js", "JavaScript", 5, 0, 0, 0, 0, 2, 7
"c:\Users\Phil\Desktop\zazie bot\members.js", "JavaScript", 0, 0, 0, 0, 22, 0, 22
"c:\Users\Phil\Desktop\zazie bot\message-counter.js", "JavaScript", 0, 0, 0, 0, 31, 0, 31
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\ban.js", "JavaScript", 0, 0, 0, 0, 199, 0, 199
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\case.js", "JavaScript", 0, 0, 0, 0, 143, 0, 143
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\currentmutes.js", "JavaScript", 0, 0, 0, 0, 72, 0, 72
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\duration.js", "JavaScript", 0, 0, 0, 0, 137, 0, 137
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\filter.js", "JavaScript", 0, 0, 0, 0, 257, 0, 257
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\kick.js", "JavaScript", 0, 0, 0, 0, 157, 0, 157
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\logging.js", "JavaScript", 0, 0, 0, 0, 91, 0, 91
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\modlogs.js", "JavaScript", 0, 0, 0, 0, 113, 0, 113
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\modstats.js", "JavaScript", 0, 0, 0, 0, 320, 0, 320
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\mute.js", "JavaScript", 0, 0, 0, 0, 162, 0, 162
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\oldmute.js", "JavaScript", 0, 0, 0, 0, 143, 0, 143
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\oldpurge.js", "JavaScript", 0, 0, 0, 0, 128, 0, 128
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\oldunmute.js", "JavaScript", 0, 0, 0, 0, 73, 0, 73
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\oldwarn.js", "JavaScript", 0, 0, 0, 0, 74, 0, 74
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\reason.js", "JavaScript", 0, 0, 0, 0, 150, 0, 150
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\removecase.js", "JavaScript", 0, 0, 0, 0, 87, 0, 87
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\unban.js", "JavaScript", 0, 0, 0, 0, 70, 1, 71
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\unmute.js", "JavaScript", 0, 0, 0, 0, 67, 0, 67
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\voicemove.js", "JavaScript", 0, 0, 0, 0, 70, 0, 70
"c:\Users\Phil\Desktop\zazie bot\moderation(not working)\warn.js", "JavaScript", 0, 0, 0, 0, 97, 0, 97
"c:\Users\Phil\Desktop\zazie bot\mongo.js", "JavaScript", 9, 0, 0, 0, 0, 1, 10
"c:\Users\Phil\Desktop\zazie bot\package-lock.json", "JSON", 0, 12679, 0, 0, 0, 1, 12680
"c:\Users\Phil\Desktop\zazie bot\package.json", "JSON", 0, 215, 0, 0, 0, 1, 216
"c:\Users\Phil\Desktop\zazie bot\pendingbans.json", "JSON", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Phil\Desktop\zazie bot\pendingmutes.json", "JSON", 0, 1, 0, 0, 0, 0, 1
"c:\Users\Phil\Desktop\zazie bot\schemas\disabledchannelcats.js", "JavaScript", 6, 0, 0, 0, 0, 2, 8
"c:\Users\Phil\Desktop\zazie bot\schemas\disabledchannels.js", "JavaScript", 6, 0, 0, 0, 0, 2, 8
"c:\Users\Phil\Desktop\zazie bot\schemas\disabledserver.js", "JavaScript", 6, 0, 0, 0, 0, 2, 8
"c:\Users\Phil\Desktop\zazie bot\schemas\disabledservercats.js", "JavaScript", 6, 0, 0, 0, 0, 2, 8
"c:\Users\Phil\Desktop\zazie bot\schemas\message-count-schema.js", "JavaScript", 12, 0, 0, 0, 2, 3, 17
"c:\Users\Phil\Desktop\zazie bot\schemas\welcome-schema.js", "JavaScript", 11, 0, 0, 0, 0, 3, 14
"c:\Users\Phil\Desktop\zazie bot\structures\command.js", "JavaScript", 10, 0, 0, 0, 0, 4, 14
"c:\Users\Phil\Desktop\zazie bot\structures\event.js", "JavaScript", 12, 0, 0, 0, 0, 2, 14
"c:\Users\Phil\Desktop\zazie bot\structures\functions.js", "JavaScript", 7, 0, 0, 0, 0, 0, 7
"Total", "-", 29513, 13013, 3, 1, 6858, 6141, 55529
